Country,Bank,Date,Activos y Contingentes Ponderados (AYCP),Capital Nivel 1 (C1),Capital Nivel 1 + 2 (C1+2),C1 / AYCP,C1+2 / AYCP,Patrimonio Neto/Activos y Contingentes Totales,Activos y Contingentes/Patrimonio (veces),Préstamos Vencidos/Patrimonio Neto,Préstamos Vigentes/Préstamos Totales,Previsiones/Préstamos Vencidos,Previsiones/Préstamos Vigentes,Cartera Vencida/Cartera Total - Morosidad,Cartera Vencida/Cartera Total Neta de Previsiones,Renovados/Cartera,Refinanciados/Cartera,Reestructurados/Cartera,RRR+Medidas transitorias/Cartera,Vencidos+RRR+Medidas transitorias/Cartera,Cuenta Corriente,A la Vista,Plazo Fijo,CDA,Títulos de Inversión,Intereses Devengados,Local,Extranjera,Utilidad antes de Impuesto/Activo (Anual),Utilidad antes de Impuesto/Patrimonio (Anual),Disponible + Inversiones Temporales/Depósitos,Disponible + Inversiones Temporales/Pasivo,Activo/Pasivo,Activo/Pasivo + Contingencias,Gastos Personales/Gastos Administrativos,Gastos Personales/Margen Operativo,Gastos Administrativos/Margen Operativo,Gastos Personales/Depósitos (Anual),Gastos Administrativos/Depósitos (Anual),RRR/Cartera
Paraguay,Banco Continental S.A.E.C.A.,6/30/2020,12267294.8,2535229,2974466,0.206665695,0.242471225,0.129868865,7.700074994,0.160609403,0.961484795,1.01918611,0.040826607,0.038515205,0.023061673,0.129685034,0.00687331,0.019168062,,,0.288099812,0.279295149,0.012494306,0.411699676,0,0.008411057,0.580516543,0.419483457,0.015384867,0.116869868,0.488641453,0.384100587,1.160899259,1.076863918,0.398723389,0.201834673,0.506202242,0.01179906,0.029592093,0.155726407
Paraguay,Banco Regional S.A.E.C.A.,6/30/2020,10626326.5,1487546,1632195,0.139986852,0.153599177,0.089813445,11.13419038,0.21321315,0.970758167,1.963845579,0.059156282,0.029241833,0.016640324,0.104205935,0.001474746,0.071973529,,,0.240347401,0.260304103,0,0.487714268,0,0.011634229,0.409205004,0.590794996,0.001078191,0.011386838,0.436434872,0.308708251,1.105196401,1.036691459,0.572837092,0.321824314,0.561807743,0.016580969,0.028945348,0.17765421
Paraguay,Banco BASA S.A.,6/30/2020,5613206.7,576756,854429,0.102749824,0.152217626,0.079178092,12.62975624,0.165713013,0.97854458,1.242475401,0.027242327,0.02145542,0.006486088,0.166078846,0.001292877,0.000568333,,,0.202032433,0.221134383,0.000186169,0.567072157,0,0.009574858,0.370193794,0.629806206,0.013725371,0.176979117,0.294785853,0.213809961,1.091852248,1.022123726,0.537975734,0.302515461,0.562321758,0.019131376,0.035561783,0.167940056
Paraguay,Visión Banco S.A.E.C.A.,6/30/2020,5210761.4,573404,749966,0.110042268,0.143926375,0.079716834,12.54440183,0.426773306,0.953536884,1.088424358,0.053035795,0.046463116,0.014804842,0.035192314,0.00310159,0.001475273,,,0.213070123,0.2794795,0.001412413,0.495684977,0,0.010352987,0.820843408,0.179156592,0.003915403,0.04894604,0.299786,0.257280309,1.088603522,1.064258963,0.532143226,0.277716694,0.521883359,0.033556712,0.063059549,0.039769177
Paraguay,Banco Río S.A.E.C.A.,6/30/2020,2202046.5,331315,373892,0.150457767,0.169792963,0.119575007,8.362951625,0.228596965,0.956693772,0.550059321,0.024899289,0.043306228,0.032462304,0.117105651,0.017418292,0.06316467,,,0.092296646,0.19154639,0,0.704151506,0,0.012005457,0.59032846,0.40967154,0.00306764,0.025456548,0.181077331,0.164660906,1.13883597,1.114056532,0.471103862,0.441683376,0.937549894,0.018035328,0.038283125,0.197688613
Paraguay,Banco Familiar S.A.E.C.A.,6/30/2020,3690822.2,564767,776014,0.153019292,0.210255048,0.135308123,7.390539297,0.15164517,0.969093877,1.849826099,0.058994236,0.030906123,0.015068657,0.1834398,0.013283543,0.017539964,,,0.290352057,0.280270009,0,0.41693595,0,0.012441984,0.764156244,0.235843756,0.018085532,0.13295568,0.413696096,0.335343513,1.168503232,1.085136005,0.428723406,0.220602222,0.514556049,0.037691834,0.087916437,0.214263307
Paraguay,Banco Atlas S.A.,6/30/2020,3958900.3,424828,731606,0.107309598,0.184800309,0.101532775,9.849036434,0.218577287,0.964138977,1.187997679,0.044187418,0.035861023,0.012264472,0.084797094,0.005212075,0.041679261,,,0.337897718,0.328959261,0.000793843,0.322812948,0,0.00953623,0.467925137,0.532074863,0.020809284,0.215732747,0.476503647,0.407556129,1.118580334,1.066003243,0.464446835,0.210096269,0.45235806,0.016869046,0.036320726,0.131688429
Paraguay,Banco para la Comercialización y Producción S.A. - Bancop S.A.,6/30/2020,1853856.1,214473,283222,0.115690209,0.152774533,0.070599579,14.16439034,0.153742744,0.983842362,1.305591447,0.021441722,0.016157638,0.004894278,0.047674177,0.004381449,0.002980866,,,0.152672648,0.368324104,0,0.46816522,0,0.010838028,0.436560707,0.563439293,0.010463806,0.154176353,0.348912603,0.274071563,1.078316454,1.045905545,0.441045097,0.219428915,0.497520358,0.011679239,0.026480826,0.055036492
Paraguay,Grupo Internacional de Finanzas S.A.E.C.A. - INTERFISA BANCO,6/30/2020,1804155.1,228427,244737,0.12661162,0.135651863,0.081460486,12.27589048,0.298465225,0.961411265,0.874143866,0.035086032,0.038588735,0.012491992,0.099365074,0.006128588,0.001041026,,,0.183229024,0.220883173,0.046149704,0.536213966,0,0.013524133,0.643527196,0.356472804,-0.006688072,-0.079585083,0.307934868,0.278105532,1.091746866,1.055309544,0.505288969,0.416218616,0.823723931,0.0372009,0.07362302,0.106534688
Paraguay,Banking System Paraguay,6/30/2020,88567718.1,13348357,17394692,0.15071357,0.196399912,0.109460375,9.135726084,0.170595954,0.968163389,1.197632824,0.039382372,0.031836611,0.01396096,0.130860021,0.004460122,0.025273736,,,0.269687004,0.341997764,0.010816757,0.36984918,0,0.007649295,0.555480449,0.444519551,0.016680152,0.153088572,0.43675587,0.360028188,1.132105532,1.053342455,0.456173219,0.222389969,0.487512111,0.016980865,0.037224598,0.160593879
Paraguay,Banco Nacional de Fomento,9/30/2020,7871370.8,1728871,2058885,0.219640396,0.261566257,0.156122136,6.405241604,0.151293717,0.956219621,1.030452351,0.047179114,0.043780379,0.014946123,0.101792497,0.001186628,0.021648499,,,0.300776096,0.371090553,0.049517854,0.273668575,0,0.004946922,0.799989444,0.200010556,0.027724817,0.197502903,0.55535334,0.526013728,1.192137191,1.147888459,0.514871148,0.207631695,0.403269237,0.017908907,0.034783279,0.124627624
Paraguay,Banco de la Nación Argentina,9/30/2020,313826,80912,72229,0.2578244,0.230156201,0.135169121,7.398139385,0.481400995,0.914005637,0.656258985,0.061744229,0.085994363,0.039035633,0.459519944,0.004585047,0,,,0.236452931,0.502393591,0.001033622,0.258663608,0,0.001456248,0.246625071,0.753374929,-0.001330965,-0.009823122,0.432099602,0.305557793,1.156728662,1.153531275,0.689030179,0.555749289,0.806567412,0.055883645,0.081104786,0.464104991
Paraguay,Banco GNB Paraguay S.A.,9/30/2020,6074367.6,846586,1006682,0.139370228,0.165726223,0.113158533,8.837159493,0.131770746,0.977622815,1.530494641,0.035032081,0.022377185,0.00670565,0.15376007,0.005770713,0.023273039,,,0.172679812,0.414101856,0.000574519,0.406899778,0,0.005744035,0.394909262,0.605090738,0.012905966,0.119267318,0.303506418,0.274248542,1.132126256,1.093319382,0.374987862,0.165236029,0.440643675,0.008617968,0.022981991,0.182803822
Paraguay,Banco Do Brasil S.A.,9/30/2020,538567.5,95974,108337,0.178202361,0.201157701,0.115294058,8.673473909,0.222803597,0.959341189,1.050313597,0.044514405,0.040658811,0.00419435,0.003314896,0,0,,,0.191479227,0.044015138,0,0.745771979,0,0.018733656,0.240590471,0.759409529,-0.018183448,-0.155192379,1.563214832,0.425104062,1.132717247,1.112249263,0.452320664,0.333366834,0.73701438,0.041855236,0.092534433,0.003314896
Paraguay,Citibank N.A.,9/30/2020,753889.5,161448,315721,0.2141534,0.418789491,0.197252032,5.069656273,0,1,--,0.007597414,0,0,0.504238025,0,0,,,0.594890957,0.388988188,0.008876132,0.007196864,0,4.78598E-05,0.391607968,0.608392032,0.056167437,0.327029851,0.604710362,0.574239816,1.264962191,1.173102359,0.333114688,0.136522306,0.409835745,0.015183598,0.045580693,0.504238025
Paraguay,Banco Bilbao Vizcaya Argentaria Paraguay S.A.,9/30/2020,7507660.7,903797,1480184,0.120383304,0.197156486,0.09793031,10.21134312,0.187573011,0.969605726,1.394130449,0.04370187,0.030394274,0.006957692,0.148862359,0.010816552,0.064251059,,,0.262897454,0.423209296,0.014233068,0.29412944,0,0.005530742,0.48992895,0.51007105,0.016468036,0.179640714,0.431575476,0.392142935,1.114605188,1.055829572,0.430890951,0.198973451,0.461772174,0.010983448,0.025490087,0.22392997
Paraguay,Sudameris Bank S.A.E.C.A.,9/30/2020,7375236.4,706825,1051070,0.095837606,0.142513398,0.066612846,15.0121195,0.123358974,0.988408603,1.283183322,0.015048318,0.011591397,0.004263109,0.087169079,0.004925836,0.005711296,,,0.204200619,0.245734286,5.76012E-05,0.5402728,0,0.009734694,0.497000351,0.502999649,0.013001301,0.200905821,0.293978667,0.208901091,1.079454714,0.969573918,0.431189535,0.213343539,0.494779028,0.013001832,0.030153403,0.09780621
Paraguay,Banco Itaú Paraguay S.A.,9/30/2020,12845646.6,1883000,2695734,0.146586626,0.209855843,0.121045501,8.26135618,0.081124473,0.978368503,1.253660796,0.027718145,0.021631497,0.005710576,0.182675647,0.003002939,0.003603734,,,0.393052262,0.444565539,0.008224638,0.151108127,0,0.003049434,0.534877176,0.465122824,0.032459565,0.279106293,0.481917774,0.445039716,1.161002326,0.993077631,0.366454694,0.152485437,0.416109931,0.01367456,0.037315826,0.18928232
Paraguay,Banco Continental S.A.E.C.A.,9/30/2020,13196161.1,2535229,2980545,0.192118676,0.225864551,0.128264483,7.796390502,0.12586356,0.970221893,1.272229179,0.039047333,0.029778107,0.014305853,0.132780658,0.006647226,0.023810269,,,0.295166525,0.298755235,0.012338459,0.384669059,0,0.009070721,0.569775547,0.430224453,0.015532334,0.121217422,0.444258889,0.354285913,1.161037289,1.060819255,0.404294794,0.204495255,0.505807293,0.011440476,0.028297363,0.163238153
Paraguay,Banco Regional S.A.E.C.A.,9/30/2020,10723049.9,1487546,1761476,0.138724152,0.164270055,0.09091917,10.99878059,0.186738964,0.973554615,1.993876927,0.054161155,0.026445385,0.011875548,0.074706007,0.001281389,0.098323969,,,0.264644434,0.26698918,0,0.456797892,0,0.011568494,0.394321353,0.605678647,0.002592273,0.026519637,0.419692625,0.302018506,1.110571355,1.004515861,0.551262228,0.31565952,0.572612278,0.01751382,0.031770398,0.174311365
Paraguay,Banco BASA S.A.,9/30/2020,5568993.8,576756,865954,0.103565567,0.155495594,0.082561094,12.11224267,0.142007573,0.980225586,1.394838632,0.02813854,0.019774414,0.004840203,0.176025926,0.002811125,0.000578173,,,0.201867875,0.218331764,0.000267144,0.570512815,0,0.009020402,0.397408637,0.602591363,0.017537964,0.233569203,0.328351475,0.250115875,1.096292609,1.024546831,0.547776806,0.292224652,0.533473941,0.018656272,0.034058163,0.179415224
Paraguay,Visión Banco S.A.E.C.A.,9/30/2020,5142901.5,573537,732517,0.111520121,0.142432633,0.076796405,13.02144293,0.406069591,0.955409778,0.853650556,0.039840986,0.044590222,0.025506477,0.029407459,0.002937488,0.001402498,,,0.208293119,0.289433422,0.001541082,0.490231902,0,0.010500475,0.799228638,0.200771362,0.003809197,0.049897201,0.326392243,0.278917027,1.085037673,1.061394545,0.494257155,0.271939111,0.550197621,0.031902059,0.064545467,0.033747446
Paraguay,Banco Río S.A.E.C.A.,9/30/2020,1799093,323329,365829,0.17971778,0.203340795,0.1160876,8.614184461,0.269863942,0.950369703,0.490644756,0.025622497,0.049630297,0.038258627,0.106614954,0.014778014,0.063522126,,,0.102649145,0.179049359,0,0.70677656,0,0.011524936,0.564902816,0.435097184,0.007128553,0.062732224,0.169753887,0.152577198,1.134379179,1.108671465,0.472901088,0.410908431,0.868909887,0.017422272,0.03684126,0.184915093
Paraguay,Banco Familiar S.A.E.C.A.,9/30/2020,3921798.9,564179,777426,0.143857198,0.19823199,0.134232884,7.44973934,0.132453754,0.973797946,2.100278877,0.056512359,0.026202054,0.01621864,0.179278443,0.0138349,0.015199991,,,0.290219799,0.286287653,0,0.410993443,0,0.012499105,0.745767075,0.254232925,0.015484044,0.117032891,0.392781517,0.317243891,1.166522027,1.086123204,0.414735211,0.21975679,0.529872517,0.03536656,0.085275035,0.208313334
Paraguay,Banco Atlas S.A.,9/30/2020,3986076.7,424828,727601,0.106577979,0.182535625,0.102885378,9.71955411,0.217387983,0.963642192,1.086157438,0.040980256,0.036357808,0.014031631,0.076836018,0.004358845,0.047388649,,,0.343993051,0.331882252,0.000874562,0.313703305,0,0.00954683,0.451624867,0.548375133,0.019513286,0.207185361,0.418865743,0.358104688,1.120646274,1.065271632,0.460169607,0.209437288,0.455130641,0.016036993,0.034850179,0.128583512
Paraguay,Banco para la Comercialización y Producción S.A. - Bancop S.A.,9/30/2020,1819199.9,222914,293494,0.122534088,0.161331363,0.075463249,13.25148355,0.143169199,0.983887783,1.330507243,0.021788482,0.016112217,0.004736419,0.0425706,0.004165924,0.001688129,,,0.189754969,0.270637368,0,0.528568962,0,0.011038701,0.446055952,0.553944048,0.01198312,0.17244939,0.339222789,0.273140623,1.084182906,1.05121116,0.444216455,0.222661092,0.501244583,0.011526993,0.025949046,0.048424653
Paraguay,Grupo Internacional de Finanzas S.A.E.C.A. - INTERFISA BANCO,9/30/2020,1935503.8,233623,249337,0.120703974,0.12882279,0.08030242,12.45292475,0.278980542,0.963876358,0.921325103,0.034528929,0.036123642,0.009819858,0.10939827,0.005979834,0.000888652,,,0.221545297,0.21114627,0.037525657,0.516717763,0,0.013065013,0.604602338,0.395397662,-0.002282198,-0.027488745,0.305575361,0.284229758,1.090539903,1.051683668,0.498308215,0.40540661,0.813565979,0.032319715,0.064858886,0.116266756
Paraguay,Banking System Paraguay,9/30/2020,91373343.7,13349354,17543021,0.14609681,0.191992766,0.10989665,9.099458441,0.151008095,0.971698481,1.290500824,0.037586901,0.028301519,0.011309638,0.122140823,0.004998008,0.030196856,,,0.279270264,0.335026829,0.010540508,0.36746572,0,0.007696679,0.545104056,0.454895944,0.016855854,0.158602599,0.416114237,0.348323345,1.133740961,1.046630572,0.44959247,0.220396718,0.490214434,0.016296363,0.036246967,0.157335688
Paraguay,Banco Nacional de Fomento,12/31/2020,7307795.8,1979235,2058885,0.270838849,0.281738168,0.13658516,7.321439622,0.115756368,0.967346985,1.490099055,0.050298629,0.032653015,0.006934995,0.103171376,0.000833971,0.021153911,,,0.241966851,0.41541196,0.07282833,0.265639361,0,0.004153498,0.787300486,0.212699514,0.019919252,0.162579449,0.602340463,0.567993123,1.163048268,1.128406434,0.488764383,0.218913861,0.447892417,0.016085923,0.032911405,0.125159258
Paraguay,Banco de la Nación Argentina,12/31/2020,307785,80912,72229,0.262884806,0.234673555,0.145713357,6.862788836,0.298272578,0.943119332,0.949805875,0.057283942,0.056880668,0.01319909,0.463587218,0.045323909,0.000370543,,,0.274413969,0.454727855,0.000980827,0.268618017,0,0.001259331,0.243197928,0.756802072,0.002900338,0.020121257,0.37677388,0.296577465,1.17171738,1.16386971,0.687997949,0.579493574,0.842289682,0.054605295,0.079368397,0.50928167
Paraguay,Banco GNB Paraguay S.A.,12/31/2020,6215183.8,846586,1005983,0.136212545,0.16185893,0.106612067,9.379801266,0.126307397,0.977605825,1.668211223,0.038213984,0.022394175,0.005201609,0.163294065,0.005256814,0.024188194,,,0.159061971,0.428014114,0.000570396,0.406577318,0,0.005776201,0.409710746,0.590289254,0.011494268,0.115715153,0.369169481,0.327922984,1.122921897,1.090150796,0.366760032,0.165447654,0.451106008,0.007918838,0.021591333,0.192739073
Paraguay,Banco Do Brasil S.A.,12/31/2020,474213,95974,108337,0.202385848,0.228456411,0.157831613,6.335866325,0.053919492,0.986831556,1.445629918,0.019290725,0.013168444,8.18075E-06,0.003781638,0,0,,,0.307466448,0.20269176,0,0.461149389,0,0.028692403,0.156529325,0.843470675,0.007004996,0.045230112,1.378910509,0.395580275,1.191393892,1.166601025,0.466450079,0.332829986,0.713538278,0.050575792,0.108427019,0.003781638
Paraguay,Citibank N.A.,12/31/2020,761378.7,161448,315721,0.212046909,0.414670124,0.199688453,5.00780082,0,1,--,0.00964632,0,0,0.398463155,0,0,,,0.657164716,0.32538258,0.008835966,0.008550935,0,6.58025E-05,0.388826645,0.611173355,0.039436027,0.215724589,0.734120524,0.622823834,1.278025801,1.146960315,0.335356388,0.180068939,0.536947992,0.021059016,0.062795929,0.398463155
Paraguay,Banco Bilbao Vizcaya Argentaria Paraguay S.A.,12/31/2020,7504405.4,903797,1480683,0.120435524,0.197308504,0.104217732,9.595296082,0.170563838,0.972211135,1.503900946,0.042986239,0.027788865,0.005721678,0.126544472,0.010168724,0.062375572,,,0.295061067,0.432246753,0.018090851,0.250479502,0,0.004121826,0.506565751,0.493434249,0.015410017,0.161572838,0.381518227,0.355130179,1.122534032,1.065815302,0.436250342,0.209306921,0.479786262,0.011498218,0.026356926,0.199088769
Paraguay,Sudameris Bank S.A.E.C.A.,12/31/2020,7908018.7,766825,1151747,0.096968031,0.145642928,0.070737335,14.13680636,0.097009585,0.990387003,1.608112454,0.015608828,0.009612997,0.00334424,0.085978588,0.002265824,0.004409311,,,0.198559247,0.269351642,5.26653E-05,0.525629076,0,0.006407369,0.496116614,0.503883386,0.0128277,0.194651733,0.278761386,0.203747813,1.084019608,0.982124824,0.410772292,0.208279934,0.507044751,0.012739957,0.031014647,0.092653723
Paraguay,Banco Itaú Paraguay S.A.,12/31/2020,12934869.9,1883000,2695734,0.145575488,0.208408281,0.120266228,8.314886218,0.068263934,0.981847503,1.38682942,0.025639844,0.018152497,0.005704238,0.171188844,0.001998888,0.003397281,,,0.442014388,0.437990607,0.01033298,0.106966777,0,0.002695248,0.535313329,0.464686671,0.028305924,0.256406834,0.454449492,0.39836532,1.157675574,1.003725307,0.334814851,0.156408149,0.467148182,0.013960472,0.041696094,0.176585012
Paraguay,Banco Continental S.A.E.C.A.,12/31/2020,15095191.5,2512843,2913846,0.166466454,0.193031403,0.12275419,8.146361425,0.083714757,0.981509981,1.826663876,0.034411316,0.018490019,0.007962334,0.116380123,0.002806254,0.020923651,,,0.306276628,0.306771867,0.01253367,0.366641219,0,0.007776616,0.591381307,0.408618693,0.016451708,0.140102067,0.44199079,0.336051755,1.153079554,1.054040033,0.405873486,0.200714745,0.494525392,0.010992529,0.027083635,0.140110028
Paraguay,Banco Regional S.A.E.C.A.,12/31/2020,9094969,1478394,1720536,0.162550746,0.189174477,0.095540673,10.46674645,0.138260125,0.980449639,2.585695316,0.051559279,0.019550361,0.009250299,0.052675922,0.000629592,0.100169254,,,0.27792615,0.271742246,0,0.440279342,0,0.010052261,0.40072271,0.59927729,0.004496633,0.045617828,0.391499067,0.285872742,1.114448766,1.028604091,0.531477666,0.304149788,0.572272002,0.01769235,0.033288981,0.153474767
Paraguay,Banco BASA S.A.,12/31/2020,5566925,576756,866774,0.103604054,0.155700679,0.085413679,11.70772664,0.130878746,0.981355984,1.541136329,0.029278845,0.018644016,0.003797949,0.161181647,0.002761334,0.000562084,,,0.223535447,0.193415344,0.000311518,0.574050423,0,0.008687268,0.417837946,0.582162054,0.016088797,0.213149895,0.326494265,0.237748986,1.100121078,1.02616617,0.536365897,0.304403436,0.567529438,0.019718371,0.036762909,0.164505065
Paraguay,Visión Banco S.A.E.C.A.,12/31/2020,4751074.8,577987,730972,0.121653947,0.153854029,0.079626038,12.55870594,0.299667677,0.966375764,1.171049814,0.040745698,0.033624236,0.018188044,0.044888133,0.005688211,0.008559323,,,0.220875751,0.311067966,0.00143407,0.456785637,0,0.009836576,0.808996188,0.191003812,0.005124594,0.066255848,0.309500499,0.272672213,1.088396653,1.065226991,0.490143178,0.271716346,0.554361172,0.031605239,0.064481646,0.059135667
Paraguay,Banco Río S.A.E.C.A.,12/31/2020,1817858.2,323329,350572,0.177862608,0.192848925,0.109532238,9.129732185,0.218005921,0.961448379,0.672623547,0.026970484,0.038551621,0.034471622,0.066133478,0.0118305,0.044737725,,,0.092330883,0.167955842,0,0.728140134,0,0.01157314,0.536954151,0.463045849,0.006057136,0.057103923,0.158598797,0.140778395,1.125962924,1.099525021,0.485020595,0.390709021,0.805551403,0.016136647,0.033270024,0.122701703
Paraguay,Banco Familiar S.A.E.C.A.,12/31/2020,3871031.4,552827,774574,0.142811293,0.200094993,0.136308019,7.336325507,0.254784779,0.948032445,1.091657718,0.05984055,0.051967555,0.036115063,0.177642296,0.0127153,0.016196066,,,0.293455332,0.306503976,0,0.38869546,0,0.011345232,0.739370071,0.260629929,0.017050798,0.132154119,0.404490606,0.334955925,1.168662588,1.093535539,0.459036915,0.231527193,0.504375977,0.03351855,0.073019292,0.206553662
Paraguay,Banco Atlas S.A.,12/31/2020,4378515.9,424828,739441,0.09702557,0.168879368,0.110887645,9.01813723,0.178147233,0.970643144,1.208470719,0.036549891,0.029356856,0.013089184,0.060975611,0.003817859,0.049504889,,,0.368861105,0.32237419,0.000894494,0.298059019,0,0.009811192,0.446508208,0.553491792,0.022398342,0.234381539,0.364639272,0.316105879,1.131257901,1.074886694,0.461151025,0.211441882,0.458508972,0.016599869,0.0359966,0.114298359
Paraguay,Banco para la Comercialización y Producción S.A. - Bancop S.A.,12/31/2020,2073829.1,229473,299152,0.110651837,0.144251038,0.076680398,13.04114246,0.130388161,0.985694111,1.411151943,0.020480778,0.014305889,0.00416195,0.053054909,0.000111851,0.002743464,,,0.168192826,0.309841093,0,0.511757092,0,0.01020899,0.495552225,0.504447775,0.012162415,0.178204156,0.281511949,0.219627194,1.086089739,1.047723352,0.448257525,0.226510649,0.505313657,0.011714291,0.02613295,0.055910224
Paraguay,Grupo Internacional de Finanzas S.A.E.C.A. - INTERFISA BANCO,12/31/2020,1795791.3,249388,267448,0.138873599,0.148930446,0.081285549,12.30230976,0.239885384,0.96714412,0.986199318,0.033503224,0.03285588,0.008836215,0.11278706,0.004899058,0.000924855,,,0.243611559,0.21128203,0.034370821,0.498723275,0,0.012012315,0.58430507,0.41569493,-0.000882867,-0.01053605,0.376437325,0.353779306,1.091458637,1.055881914,0.452273512,0.366560409,0.810483921,0.028824019,0.06373139,0.118610973
Paraguay,Banking System Paraguay,12/31/2020,91858836.5,13643602,17552634,0.148527921,0.191082695,0.109470621,9.134870952,0.125400258,0.976629424,1.526088838,0.036519046,0.023370576,0.009154871,0.112230801,0.003927504,0.029757807,,,0.286822057,0.344332582,0.014467781,0.347620137,0,0.006757443,0.555599541,0.444400459,0.015886,0.15503944,0.411095602,0.340998204,1.132353385,1.051710625,0.438968266,0.223537548,0.509233958,0.016042964,0.036546978,0.145916112
Paraguay,Banco Nacional de Fomento,3/31/2021,7125945.5,2047290,2360748,0.287300822,0.33128909,0.131720383,7.591839454,0.133251401,0.960617306,1.31521737,0.053920332,0.039382694,0.010736657,0.106792999,0.000838343,0.020037953,,,0.211731911,0.438534604,0.061290946,0.282510864,0,0.005931676,0.811258594,0.188741406,0.023153263,0.17896317,0.666849224,0.627865861,1.155905493,1.124745564,0.488027354,0.220662211,0.452151318,0.013946107,0.028576487,0.127669294
Paraguay,Banco de la Nación Argentina,3/31/2021,286700,80912,72229,0.282218347,0.251932333,0.140408442,7.122078896,0.236532903,0.949738733,0.921897972,0.048787901,0.050261267,0.013716173,0.472271858,0.047486786,0.000406763,,,0.227655677,0.653962672,0.000928264,0.115003337,0,0.00245005,0.330361535,0.669638465,0.008372019,0.060199765,0.564930938,0.405260594,1.164366158,1.157119593,0.660271745,0.595313677,0.901619191,0.052069653,0.078860944,0.520165407
Paraguay,Banco GNB Paraguay S.A.,3/31/2021,7361237.3,2568906,2703404,0.348977474,0.367248587,0.270666892,3.694578208,0.05614757,0.974523971,1.42347661,0.03721256,0.025476029,0.00969427,0.15351568,0.001698717,0.02413773,,,0.204476626,0.301906044,0.000738605,0.486273419,0,0.006605306,0.48889904,0.51110096,0.022933108,0.084001961,0.24240893,0.214554968,1.386214853,1.332020114,0.375935282,0.186368341,0.495745811,0.010387831,0.027631965,0.179352127
Paraguay,Banco Do Brasil S.A.,3/31/2021,442653.5,95974,112565,0.216815184,0.254295967,0.156750513,6.379564452,0.052306476,0.987828388,1.475617193,0.018181944,0.012171612,7.21803E-06,0.002338337,0,0,,,0.244438228,0.265126761,0,0.466511719,0,0.023923292,0.044701823,0.955298177,-0.008348267,-0.054481424,1.306929382,0.37132662,1.189157558,1.16860728,0.663405913,0.812371807,1.224547131,0.101000101,0.1522448,0.002338337
Paraguay,Citibank N.A.,3/31/2021,784952.3,161448,369740,0.20567874,0.471034992,0.165594064,6.038863809,0,1,--,0.009288807,0,0,0.371545407,0,0,,,0.680367422,0.308302887,0.005729776,0.005544945,0,5.49707E-05,0.347199828,0.652800172,-0.02350031,-0.135496527,0.562291521,0.53106403,1.214206507,1.124934602,0.357578757,4.79236448,13.40226282,0.01385914,0.038758286,0.371545407
Paraguay,Banco GNB Paraguay S.A. (en proceso de fusión por absorción),3/31/2021,6675844.1,903797,1647369,0.135383179,0.246765649,0.108316932,9.232166988,0.200103303,0.962904684,1.248880829,0.048112372,0.037095316,0.01264099,0.102850054,0.00523744,0.064483341,,,0.292045567,0.463171363,0.018045447,0.222609377,0,0.004128246,0.528448035,0.471551965,0.012661443,0.114641381,0.468372686,0.437014919,1.127735666,1.072459663,0.438399851,0.226405732,0.516436609,0.011571117,0.02639398,0.172570835
Paraguay,Sudameris Bank S.A.E.C.A.,3/31/2021,7818974.8,766825,1196149,0.09807232,0.152980286,0.07446588,13.42896914,0.093909707,0.989973959,1.801772332,0.018247595,0.010026041,0.00335104,0.088083646,0.001772421,0.004859223,,,0.201180129,0.265257882,4.70025E-05,0.526296135,0,0.007218852,0.476525905,0.523474095,0.014819005,0.190843266,0.287491574,0.217789288,1.088142811,0.993262165,0.421475769,0.192869105,0.457604253,0.012897612,0.030601075,0.094715291
Paraguay,Banco Itaú Paraguay S.A.,3/31/2021,14894262.4,1883000,3329275,0.126424522,0.22352735,0.124760727,8.015342863,0.06675644,0.981432413,1.389469994,0.026287194,0.018567587,0.005713627,0.163294059,0.000951015,0.002814418,,,0.450522726,0.461959515,0.008919125,0.075940295,0,0.002658339,0.511875527,0.488124473,0.027877735,0.204857404,0.413110413,0.357296663,1.16612452,1.000604121,0.360329651,0.165980236,0.46063441,0.014081804,0.039080336,0.167059492
Paraguay,Banco Continental S.A.E.C.A.,3/31/2021,14882042.6,2512843,3278422,0.168850679,0.220293819,0.13016629,7.682480594,0.090653037,0.978945197,1.496349465,0.032182949,0.021054803,0.010488874,0.11491841,0.002813841,0.019353079,,,0.325552031,0.30839103,0.001001324,0.356268636,0,0.008786979,0.57603159,0.42396841,0.013895081,0.101893869,0.416131409,0.317191773,1.162136322,1.072603108,0.401722317,0.209061763,0.520413613,0.01168134,0.029078145,0.13708533
Paraguay,Banco Regional S.A.E.C.A.,3/31/2021,9414480,1513111,1790464,0.160721676,0.190181933,0.095099695,10.51528082,0.188272156,0.97235899,1.92636334,0.054760257,0.02764101,0.011833972,0.056394502,0.000435779,0.093235001,,,0.323049799,0.270869685,0,0.396280551,0,0.009799965,0.39387929,0.60612071,0.003320401,0.032697113,0.406448084,0.305896737,1.11399069,1.027047589,0.569129034,0.303925481,0.534018585,0.016702547,0.029347557,0.150065282
